Date,ANDAMAN & NICOBAR,ANDHRA PRADESH,ARUNACHAL PRADESH,ASSAM,BIHAR,CHANDIGARH,CHHATTISGARH,DADRA & NAGAR HAVE,DAMAN & DIU,DELHI,GOA,GUJARAT,HARYANA,HIMACHAL PRADESH,JAMMU & KASHMIR,JHARKHAND,KARNATAKA,KERALA,LADAKH,MADHYA PRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUDUCHERRY,PUNJAB,RAJASTHAN,SIKKIM,TAMIL NADU,TELANGANA,TRIPURA,UTTAR PRADESH,UTTARAKHAND,WEST BENGAL
3/28/2020,6,14,0,0,9,8,6,0,0,39,3,45,33,3,20,0,55,176,13,30,180,1,0,1,0,3,1,38,54,0,40,56,0,55,5,15
3/29/2020,9,19,0,0,11,8,7,0,0,49,5,58,33,3,31,0,76,182,13,30,186,1,0,1,0,3,1,38,55,0,49,66,0,65,7,18
3/30/2020,9,23,0,0,15,8,7,0,0,87,5,69,36,3,48,0,83,202,13,47,198,1,0,1,0,3,1,38,59,0,67,71,0,82,7,22
3/31/2020,10,40,0,0,15,13,8,0,0,97,5,73,40,3,54,0,83,234,13,47,216,1,0,1,0,3,1,41,74,0,74,79,0,101,7,26
4/1/2020,10,83,0,1,23,16,9,0,0,152,5,82,43,3,62,1,101,241,13,66,302,1,0,1,0,4,3,42,93,0,234,96,0,103,7,37
4/2/2020,10,86,0,5,24,16,9,0,0,219,5,87,43,3,62,1,110,265,13,99,335,1,0,1,0,4,3,46,108,0,234,107,0,113,7,53
4/3/2020,10,132,1,16,29,18,9,0,0,219,6,95,49,6,75,2,124,286,14,104,335,2,0,1,0,5,5,48,167,0,309,158,0,172,10,63
4/4/2020,10,161,1,24,30,18,9,0,0,445,7,105,49,6,75,2,128,295,14,104,490,2,0,1,0,5,5,57,200,0,411,159,0,174,16,69
4/5/2020,10,190,1,26,30,18,9,0,0,503,7,122,59,6,106,3,144,306,14,165,490,2,0,1,0,20,5,57,200,0,485,269,0,227,22,80
4/6/2020,10,226,1,26,32,18,10,0,0,523,7,144,84,13,109,4,151,314,14,165,748,2,0,1,0,21,5,76,274,0,571,321,0,305,26,80
4/7/2020,10,266,1,26,32,18,10,0,0,576,7,165,90,13,116,4,175,327,14,229,868,2,0,1,0,42,5,91,288,0,621,364,1,305,31,91
4/8/2020,10,305,1,27,38,18,10,0,0,576,7,165,147,18,116,4,175,336,14,229,1018,2,0,1,0,42,5,91,328,0,690,427,1,343,31,99
4/9/2020,11,348,1,28,39,18,10,0,0,669,7,179,169,18,158,13,181,345,14,259,1135,2,0,1,0,42,5,101,383,0,738,442,1,410,35,103
4/10/2020,11,363,1,29,60,18,10,0,0,898,7,241,169,28,184,13,197,357,15,259,1364,2,0,1,0,44,5,132,463,0,834,473,1,431,35,116
4/11/2020,11,381,1,29,60,18,18,0,0,903,7,308,177,28,207,17,214,364,15,443,1574,2,0,1,0,48,7,132,553,0,911,504,2,433,35,126
4/12/2020,11,381,1,29,64,19,25,0,0,1069,7,432,185,32,224,17,226,374,15,564,1761,2,0,1,0,54,7,151,700,0,969,504,2,452,35,134
4/13/2020,11,432,1,31,64,21,31,0,0,1154,7,539,185,32,245,19,247,376,15,604,1985,2,0,1,1,54,7,167,812,0,1075,562,2,483,35,152
4/14/2020,11,473,1,31,66,21,31,0,0,1510,7,617,199,32,270,24,258,379,15,730,2337,2,1,1,1,55,7,176,879,0,1173,624,2,657,35,190
4/15/2020,11,503,1,33,70,21,33,0,0,1561,7,695,199,33,278,27,277,387,17,987,2687,2,7,1,0,60,7,186,1005,0,1204,647,2,735,37,213
4/16/2020,11,534,1,33,74,21,33,0,0,1578,7,871,205,35,300,28,315,388,17,1120,2919,2,7,1,0,60,7,186,1023,0,1242,698,2,773,37,231
4/17/2020,11,572,1,35,83,21,36,0,0,1640,7,1021,205,35,314,29,353,395,18,1308,3205,2,9,1,0,60,7,186,1131,0,1267,743,2,846,37,255
4/18/2020,12,603,1,35,85,21,36,0,0,1707,7,1272,225,38,328,33,371,396,18,1355,3323,2,11,1,0,60,7,202,1229,0,1323,791,2,969,42,287
4/19/2020,14,603,1,35,86,23,36,0,0,1893,7,1604,233,39,341,35,384,400,18,1407,3651,2,11,1,0,61,7,219,1351,0,1372,844,2,1084,42,310
4/20/2020,15,722,1,35,96,26,36,0,0,2003,7,1851,233,39,350,42,395,402,18,1485,4203,2,11,1,0,68,7,219,1478,0,1477,873,2,1176,44,339
4/21/2020,16,757,1,35,114,26,36,0,0,2081,7,2066,254,39,368,46,415,408,18,1540,4669,2,11,1,0,74,7,245,1576,0,1520,919,2,1294,46,392
4/22/2020,17,813,1,35,126,27,36,0,0,2156,7,2272,254,39,380,45,425,427,18,1592,5221,2,12,1,0,82,7,251,1801,0,1596,945,2,1412,46,423
4/23/2020,18,895,1,35,148,27,36,0,0,2248,7,2407,262,40,407,49,443,438,18,1695,5652,2,12,1,0,83,7,277,1890,0,1629,960,2,1509,46,456
4/24/2020,22,955,1,36,176,27,36,0,0,2376,7,2624,272,40,427,55,463,448,18,1852,6430,2,12,1,0,90,7,277,1964,0,1683,984,2,1604,47,514
4/25/2020,27,1061,1,36,228,28,36,0,0,2514,7,2815,272,40,454,59,489,451,20,1952,6817,2,12,1,0,94,7,298,2034,0,1755,984,2,1778,48,571
4/26/2020,33,1097,1,36,251,30,37,0,0,2625,7,3071,289,40,494,67,501,458,20,2096,7628,2,12,1,0,103,7,298,2083,0,1821,991,2,1843,50,611
4/27/2020,33,1177,1,36,277,30,37,0,0,2918,7,3301,289,40,523,82,511,469,20,2168,8068,2,12,1,0,108,8,313,2185,0,1885,1002,2,1955,51,649
4/28/2020,33,1259,1,38,346,40,37,0,0,3108,7,3548,296,40,546,103,520,482,22,2368,8590,2,12,1,0,118,8,313,2262,0,1937,1004,2,2043,51,697
4/29/2020,33,1332,1,38,383,56,38,0,0,3314,7,3774,310,40,565,105,532,486,22,2561,9318,2,12,1,0,119,8,322,2364,0,2058,1012,2,2115,54,725
4/30/2020,33,1403,1,42,403,56,38,0,0,3439,7,4082,310,40,581,107,557,496,22,2660,9915,2,12,1,0,128,8,357,2438,0,2162,1012,2,2203,55,758
5/1/2020,33,1463,1,42,426,56,40,0,0,3515,7,4395,313,40,614,111,576,497,22,2719,10498,2,12,1,0,143,8,357,2584,0,2323,1039,2,2281,57,795
5/2/2020,33,1463,1,43,471,88,43,0,0,3738,7,4721,360,40,639,111,589,497,22,2719,11506,2,12,1,0,149,8,480,2666,0,2526,1039,2,2328,58,795
5/3/2020,33,1583,1,43,482,94,43,0,0,4122,7,5055,394,40,666,115,606,500,40,2846,12296,2,12,1,0,160,8,772,2772,0,2757,1063,4,2626,59,922
5/4/2020,33,1650,1,43,517,94,57,0,0,4549,7,5428,442,40,701,115,642,500,41,2942,12974,2,12,1,0,163,8,1102,2886,0,3023,1082,16,2742,60,963
5/5/2020,33,1717,1,43,529,102,58,0,0,4898,7,5804,517,41,726,115,659,500,41,3049,14541,2,12,1,0,170,9,1233,3061,0,3550,1085,29,2859,60,1259
5/6/2020,33,1717,1,43,536,111,59,1,0,5104,7,6245,548,42,741,125,671,502,41,3049,15525,2,12,1,0,175,9,1451,3158,0,4058,1096,43,2880,61,1344
5/7/2020,33,1777,1,45,542,120,59,1,0,5532,7,6625,594,45,775,127,693,503,41,3138,16758,2,12,1,0,185,9,1516,3317,0,4829,1107,43,2998,61,1456
5/8/2020,33,1847,1,54,550,135,59,1,0,5980,7,7012,625,46,793,132,705,503,42,3252,17974,2,12,1,0,219,9,1644,3427,0,5409,1123,65,3071,61,1548
5/9/2020,33,1887,1,59,571,150,59,1,0,6318,7,7402,647,50,823,132,753,503,42,3341,19063,2,12,1,0,271,9,1731,3579,0,6009,1133,118,3214,63,1678
5/10/2020,33,1930,1,63,591,169,59,1,0,6542,7,7796,675,50,836,156,794,505,42,3614,20228,2,13,1,0,294,9,1762,3708,0,6535,1163,134,3373,67,1786
5/11/2020,33,1980,1,63,696,169,59,1,0,6923,7,8194,703,55,861,157,848,512,42,3614,22171,2,13,1,0,377,9,1823,3814,0,7204,1196,150,3467,68,1939
5/12/2020,33,2018,1,65,747,174,59,1,0,7233,7,8541,730,59,879,160,862,519,42,3785,23401,2,13,1,0,414,12,1877,3988,0,8002,1275,152,3573,68,2063
5/13/2020,33,2090,1,65,831,187,59,1,0,7639,7,8903,780,65,934,172,925,524,42,3986,24427,2,13,1,0,437,13,1914,4126,0,8718,1326,154,3664,69,2173
5/14/2020,33,2137,1,80,940,187,59,1,0,7998,7,9267,793,66,971,173,959,534,43,4173,25922,2,13,1,0,538,13,1924,4328,0,9227,1367,155,3729,72,2290
5/15/2020,33,2205,1,87,994,191,60,1,0,8470,14,9591,818,74,983,197,987,560,43,4426,27524,3,13,1,0,611,13,1935,4534,0,9674,1414,156,3902,78,2377
5/16/2020,33,2307,1,90,1018,191,66,1,0,8895,15,9931,818,76,1013,203,1056,576,43,4595,29100,3,13,1,0,672,13,1935,4727,0,10108,1454,156,4057,82,2461
5/17/2020,33,2355,1,92,1179,191,67,1,0,9333,17,10988,887,78,1121,217,1092,587,43,4789,30706,7,13,1,0,737,13,1946,4960,0,10585,1509,167,4258,88,2576
5/18/2020,33,2407,1,101,1262,191,86,1,0,10054,29,11379,910,80,1183,223,1147,601,43,4977,33053,7,13,1,0,828,13,1964,5202,0,11224,1551,167,4259,92,2677
5/19/2020,33,2474,1,107,1391,196,93,1,0,10054,38,11745,928,90,1289,223,1246,630,43,5236,35058,7,13,1,0,876,18,1980,5507,0,11760,1597,167,4605,93,2825
5/20/2020,33,2532,1,142,1498,200,101,1,0,10554,46,12140,964,92,1317,231,1397,642,43,5465,37136,9,13,1,0,978,18,2002,5845,0,12448,1365,173,4926,111,2961
5/21/2020,33,2602,1,170,1674,202,115,1,0,11088,50,12537,993,110,1390,231,1462,666,44,5735,39297,25,14,1,0,1052,18,2005,6015,0,13191,1532,173,5175,122,3103
5/22/2020,33,2647,1,203,1982,217,128,1,0,11659,52,12905,1031,152,1449,290,1605,690,44,5981,41642,25,14,1,0,1103,20,2028,6227,0,13967,1659.5,173,5515,146,3197
5/23/2020,33,2709,1,259,2177,218,172,1,0,12319,54,13268,1067,168,1489,308,1743,732,44,6170,44582,26,14,1,0,1189,26,2029,6494,0,14753,1830,175,5735,153,3332
5/24/2020,33,2757,1,329,2380,225,214,2,0,12910,55,13664,1131,185,1569,350,1959,795,49,6371,47190,29,14,1,0,1269,26,2045,6742,1,15512,2075.5,189,6017,244,3459
5/25/2020,33,2823,1,378,2587,238,252,2,0,13418,66,14056,1184,203,1621,370,2089,847,52,6665,50231,32,14,1,0,1336,41,2060,7028,1,16277,2248,191,6268,317,3667
5/26/2020,33,3110,2,526,2730,238,291,2,0,14053,67,14460,1184,223,1668,377,2182,896,52,6859,52667,39,14,1,3,1438,41,2060,7300,1,17082,2445,194,6532,349,3816
5/27/2020,33,3171,2,616,2983,266,361,2,0,14465,67,14821,1305,247,1759,426,2283,963,53,7024,54758,39,15,1,4,1517,46,2106,7536,1,17728,3002,207,6548,401,4009
5/28/2020,33,3171,2,781,3061,279,369,2,0,15257,68,15195,1381,273,1921,448,2418,1004,53,7261,56948,44,20,1,4,1593,46,2139,7703,1,18545,3215,230,6991,469,4192
5/29/2020,33,3251,3,856,3296,288,399,2,0,16281,69,15562,1504,276,2036,469,2533,1088,73,7453,59546,55,21,1,18,1660,51,2158,8067,1,19372,3464.5,242,7170,500,4536
5/30/2020,33,3436,3,1024,3376,289,415,2,0,17386,69,15934,1721,295,2164,511,2781,1150,74,7645,62228,59,27,1,25,1723,51,2197,8365,1,20246,3734,251,7284,716,4813
5/31/2020,33,3569,4,1185,3636,289,447,2,0,18549,70,16343,1923,313,2341,563,2922,1208,74,7891,65168,62,27,1,36,1819,51,2233,8617,1,21184,3995,268,7445,749,5130
6/1/2020,33,3679,4,1272,3815,293,498,2,0,19844,70,16779,2091,331,2446,610,3221,1269,74,8089,67655,71,27,1,43,1948,70,2263,8831,1,22333,4164,313,7823,907,5501
6/2/2020,33,3783,22,1390,3926,294,547,3,0,20834,71,17200,2356,340,2601,659,3408,1326,77,8283,70013,83,27,1,43,2104,74,2301,8980,1,23495,4603,420,8075,958,5772
6/3/2020,33,3898,22,1513,4155,301,564,4,0,22132,79,17617,2652,345,2718,712,3796,1412,81,8420,72300,89,27,13,49,2245,82,2342,9373,1,24586,5007,468,8361,1043,6168
6/4/2020,33,4080,38,1672,4390,301,668,8,0,23645,79,18100,2954,359,2857,752,4063,1494,90,8588,74860,118,33,14,58,2388,82,2376,9652,2,25872,5251.5,468,8729,1085,6508
6/5/2020,33,4223,42,1988,4493,301,756,12,0,25004,166,18584,3281,383,3142,793,4320,1588,90,8762,77793,124,33,17,80,2478,82,2415,9862,2,27256,5378.5,644,9237,1153,6876
6/6/2020,33,4303,45,2153,4596,304,879,14,0,26334,196,19094,3597,393,3324,881,4835,1699,97,8996,80229,132,33,22,94,2608,99,2461,10084,3,28694,5741,692,9733,1215,7303
6/7/2020,33,4510,47,2397,4915,309,923,19,0,27654,267,19592,3952,400,3467,1000,5213,1807,99,9228,82968,157,33,24,107,2781,99,2515,10331,7,30152,6050.5,747,9733,1303,7738
6/8/2020,33,4708,51,2565,5088,314,1073,20,0,27654,300,20070,4448,413,4087,1099,5452,1914,103,9401,85975,172,36,34,118,2856,99,2608,10599,7,31667,6384.5,800,10536,1355,8187
6/9/2020,33,4851,51,2776,5202,317,1160,22,0,29943,330,20545,4854,421,4285,1256,5760,2005,103,9638,88528,272,36,42,123,2994,127,2663,10763,7,33229,6226.5,838,10947,1411,8613
6/10/2020,33,5070,57,2937,5459,323,1240,22,0,31309,359,21014,5209,445,4346,1411,5921,2096,108,9849,90787,304,43,88,127,3140,127,2719,11245,13,34914,6573.5,864,11335,1537,8985
6/11/2020,34,5269,57,3092,5710,327,1262,26,2,32810,387,21521,5579,451,4507,1489,6041,2161,115,10049,94041,311,44,93,128,3250,127,2805,11600,13,36841,6521,895,11610,1562,9328
6/12/2020,38,5429,61,3319,5983,332,1398,0,30,34687,417,22032,5968,470,4574,1599,6245,2244,135,10241,97648,366,44,102,128,3386,157,2887,11838,14,38716,6317.5,913,12088,1643,9768
6/13/2020,38,5680,67,3498,6103,334,1429,0,30,36824,463,22527,6334,486,4730,1617,6516,2322,239,10443,101141,385,44,104,156,3498,157,2986,12068,63,40698,6234,961,12616,1724,10244
6/14/2020,38,5965,87,3718,6290,345,1512,0,35,38958,523,23038,6749,502,4878,1711,6824,2407,437,10641,104568,449,44,107,163,3723,176,3063,12401,63,42687,6086.5,1046,13118,1785,10698
6/15/2020,38,6163,91,4049,6470,352,1662,0,36,41182,564,23544,7208,518,5041,1745,7000,2461,549,10802,107958,458,44,112,168,3909,194,3140,12694,68,44661,5973,1076,13615,1819,11087
6/16/2020,41,6456,91,4158,6650,354,1756,0,36,42829,592,24055,7722,556,5220,1763,7213,2543,555,10935,110744,490,44,117,177,4055,202,3267,12981,68,46504,6438.5,1086,13615,1845,11494
6/17/2020,44,6841,95,4319,6778,358,1781,0,45,44688,629,24577,8272,560,5298,1839,7530,2622,649,11083,113445,500,44,121,179,4163,216,3371,13216,70,48019,6839.5,1092,14091,1942,11909
6/18/2020,44,7071,99,4605,6942,368,1864,0,57,47102,656,25093,8832,569,5406,1895,7734,2697,687,11244,116752,552,44,121,193,4338,245,3497,13542,70,50193,7189,1135,14598,2023,12300
6/19/2020,44,7518,103,4777,7025,374,1946,0,58,49979,705,25601,9218,595,5555,1920,7944,2794,687,11426,120504,606,44,130,193,4512,271,3615,13857,70,52334,7477,1155,15181,2102,12735
6/20/2020,45,7961,103,4904,7181,381,2028,0,62,53116,725,26141,9743,619,5680,1965,8281,2912,744,11582,124331,681,44,130,198,4677,286,3832,14156,70,54449,7895.5,1178,15785,2177,13090
6/21/2020,47,8452,135,4904,7533,404,2041,0,68,56746,754,26680,10223,656,5834,1965,8697,3039,836,11724,128205,777,44,140,201,4856,286,3952,14536,70,56845,8099.5,1186,16594,2301,13531
6/22/2020,48,8999,135,5388,7612,406,2275,0,88,59746,754,27260,10635,673,5956,2073,9150,3172,837,11903,132075,841,44,141,211,5160,366,4074,14930,78,59377,7817,1221,17731,2344,13945
6/23/2020,48,9372,139,5586,7825,411,2303,0,91,62655,864,27825,11025,727,6088,2137,9399,3310,847,12078,135796,898,44,141,280,5303,383,4235,15232,78,62087,8344.5,1237,18322,2402,14358
6/24/2020,50,10002,148,5831,8153,418,2362,0,120,66602,909,28371,11520,775,6236,2185,9721,3451,932,12261,139010,921,46,142,330,5470,402,4397,15627,79,64603,8847,1259,18893,2535,14728
6/25/2020,56,10331,158,6198,8209,420,2419,0,120,70390,951,28943,12010,806,6422,2207,10118,3603,941,12448,142900,970,46,142,347,5752,461,4627,16009,84,67468,9468.5,1259,19557,2623,15173
6/26/2020,59,10884,160,6321,8473,423,2452,0,155,73780,995,29520,12463,839,6549,2262,10560,3726,941,12596,147741,1056,46,145,355,5962,502,4769,16296,85,70977,9743.5,1290,20193,2691,15648
6/27/2020,72,11489,172,6607,8716,425,2545,0,163,77240,1039,30095,12884,864,6762,2290,11005,3876,946,12798,152765,1075,47,145,371,6180,502,4957,16660,86,74622,10186,1325,20943,2725,16190
6/28/2020,72,12285,177,6816,8931,428,2545,0,177,80188,1128,30709,13427,894,6966,2339,11923,4071,960,12965,159133,1092,47,148,387,6350,619,5056,16944,87,78335,10637.5,1334,21549,2791,16711
6/29/2020,76,13241,182,7206,9212,429,2662,0,178,83077,1198,31320,13829,916,7093,2364,13190,4189,963,13186,164626,1185,47,148,415,6614,619,5216,17271,88,82275,10852,1346,22147,2823,17283
6/30/2020,90,13891,187,7752,9640,435,2761,0,203,85161,1198,31938,14210,942,7237,2426,14295,4189,964,13370,169883,1227,47,148,434,6859,619,5418,17660,88,86224,11199,1380,22828,2831,17907
7/1/2020,97,14595,191,8227,10043,440,2860,0,213,87360,1315,32557,14548,953,7497,2490,15242,4442,973,13593,174761,1234,52,160,459,7065,714,5568,18014,89,90167,11627,1388,23492,2881,18559
7/2/2020,100,15252,195,8582,10249,446,2940,0,215,89802,1387,33232,14941,979,7695,2521,16514,4593,990,13861,180298,1260,52,160,459,7316,714,5668,18312,101,94049,12094.5,1396,24056,2947,19170
7/3/2020,109,16097,195,9013,10471,450,3013,0,230,92175,1482,33913,15509,1014,7849,2584,18016,4753,990,14106,186626,1279,56,162,501,7545,802,5784,18662,102,98392,12300.5,1435,24825,2984,19819
7/4/2020,116,16934,252,9673,10954,457,3065,0,257,94695,1482,34600,16003,1033,8019,2695,19710,4964,1001,14297,192990,1316,62,162,539,8106,802,5937,19052,102,102721,12730.5,1525,25797,3048,20488
7/5/2020,119,17699,259,10668,11700,460,3161,0,271,97200,1684,35312,16548,1046,8246,2739,21549,5204,1005,14604,200064,1325,62,164,563,8601,802,6109,19532,103,107001,13470.5,1546,26554,3093,21231
7/6/2020,125,18697,269,11388,11876,466,3207,0,271,99444,1761,36037,17005,1063,8429,2781,23474,5429,1005,14930,206619,1366,62,186,590,9070,802,6283,20164,123,111151,14407.5,1568,27707,3124,22126
7/7/2020,141,20019,270,12160,12125,489,3305,0,297,100823,1813,36772,17504,1077,8675,2847,25317,5622,1005,15284,211987,1390,80,197,625,9526,802,6491,20688,125,114978,15383.5,1680,28636,3161,22987
7/8/2020,147,21197,276,12522,12570,494,3415,0,405,102831,1903,37550,17999,1083,8931,2996,26815,5894,1041,15627,217121,1430,80,197,625,10097,930,6749,21404,125,118594,16315,1704,29968,3230,23837
7/9/2020,149,22259,287,13336,13189,513,3525,0,408,104864,2039,38333,18690,1101,9261,3096,28877,6195,1041,16036,223724,1435,80,197,657,10624,1008,6907,22063,133,122350,16960.5,1761,31156,3258,24823
7/10/2020,151,23814,302,14032,13944,523,3675,0,411,107051,2151,39194,19369,1140,9501,3246,31105,6534,1055,16341,230599,1450,113,197,673,11201,1151,7140,22563,134,126581,17553.5,1776,32362,3305,25911
7/11/2020,156,25422,335,14600,14575,539,3767,0,459,109140,2251,40069,19934,1171,9888,3419,33418,6950,1064,16657,238461,1582,207,226,732,11956,1272,7357,23174,134,130261,17820,1918,33700,3373,27109
7/12/2020,163,27235,341,15536,15373,555,3897,0,471,110921,2368,40941,20582,1182,10156,3613,36216,7438,1077,17201,246600,1593,207,227,748,12526,1337,7587,23748,151,134226,18213,1949,35092,3417,28453
7/13/2020,163,29168,359,16071,16642,559,4059,0,479,112494,2453,41820,21240,1213,10513,3756,38843,7873,1086,17632,254427,1609,306,231,774,13121,1418,7821,24392,153,138470,18514.5,2054,36476,3537,30013
7/14/2020,166,31103,387,16806,17959,588,4217,0,495,113740,2583,42722,21894,1243,10827,3898,41581,8322,1093,18207,260924,1626,318,233,845,13737,1468,8178,24936,192,142798,19200,2080,38130,3608,31448
7/15/2020,166,33019,462,17807,19284,600,4379,0,520,115346,2753,43637,22628,1309,11173,4091,44077,8930,1093,19005,267665,1672,318,238,896,14280,1531,8511,25571,209,147324,19634.5,2170,39724,3686,32838
7/16/2020,176,35451,462,18666,20612,625,4539,0,539,116993,2951,44552,23306,1341,11666,4320,47253,9553,1142,19643,275640,1700,346,238,902,14898,1596,8799,26437,220,151820,20313.5,2268,41383,3785,34427
