Date,State/UnionTerritory,Confirmed
6/24/20,Madhya Pradesh,12261
6/24/20,Maharashtra,139010
6/24/20,Manipur,921
6/24/20,Meghalaya,46
6/24/20,Mizoram,142
6/24/20,Nagaland,330
6/24/20,Odisha,5470
6/24/20,Puducherry,402
6/24/20,Punjab,4397
6/24/20,Rajasthan,15627
6/24/20,Sikkim,79
6/24/20,Tamil Nadu,64603
6/24/20,Telangana,9553
6/24/20,Tripura,1259
6/24/20,Uttarakhand,2535
6/24/20,Uttar Pradesh,18893
6/24/20,West Bengal,14728
6/24/20,Telangana,8141
6/25/20,Andaman and Nicobar Islands,56
6/25/20,Andhra Pradesh,10331
6/25/20,Arunachal Pradesh,158
6/25/20,Assam,6198
6/25/20,Bihar,8209
6/25/20,Chandigarh,420
6/25/20,Chhattisgarh,2419
6/25/20,Dadra and Nagar Haveli and Daman and Diu,120
6/25/20,Delhi,70390
6/25/20,Goa,951
6/25/20,Gujarat,28943
6/25/20,Haryana,12010
6/25/20,Himachal Pradesh,806
6/25/20,Jammu and Kashmir,6422
6/25/20,Jharkhand,2207
6/25/20,Karnataka,10118
6/25/20,Kerala,3603
6/25/20,Ladakh,941
6/25/20,Madhya Pradesh,12448
6/25/20,Maharashtra,142900
6/25/20,Manipur,970
6/25/20,Meghalaya,46
6/25/20,Mizoram,142
6/25/20,Nagaland,347
6/25/20,Odisha,5752
6/25/20,Puducherry,461
6/25/20,Punjab,4627
6/25/20,Rajasthan,16009
6/25/20,Sikkim,84
6/25/20,Tamil Nadu,67468
6/25/20,Telangana,10444
6/25/20,Tripura,1259
6/25/20,Uttarakhand,2623
6/25/20,Uttar Pradesh,19557
6/25/20,West Bengal,15173
6/25/20,Telangana,8493
6/26/20,Andaman and Nicobar Islands,59
6/26/20,Andhra Pradesh,10884
6/26/20,Arunachal Pradesh,160
6/26/20,Assam,6321
6/26/20,Bihar,8473
6/26/20,Chandigarh,423
6/26/20,Chhattisgarh,2452
6/26/20,Dadra and Nagar Haveli and Daman and Diu,155
6/26/20,Delhi,73780
6/26/20,Goa,995
6/26/20,Gujarat,29520
6/26/20,Haryana,12463
6/26/20,Himachal Pradesh,839
6/26/20,Jammu and Kashmir,6549
6/26/20,Jharkhand,2262
6/26/20,Karnataka,10560
6/26/20,Kerala,3726
6/26/20,Ladakh,941
6/26/20,Madhya Pradesh,12596
6/26/20,Maharashtra,147741
6/26/20,Manipur,1056
6/26/20,Meghalaya,46
6/26/20,Mizoram,145
6/26/20,Nagaland,355
6/26/20,Odisha,5962
6/26/20,Puducherry,502
6/26/20,Punjab,4769
6/26/20,Rajasthan,16296
6/26/20,Sikkim,85
6/26/20,Tamil Nadu,70977
6/26/20,Telangana,11364
6/26/20,Tripura,1290
6/26/20,Uttarakhand,2691
6/26/20,Uttar Pradesh,20193
6/26/20,West Bengal,15648
6/26/20,Telangana,8123
6/27/20,Andaman and Nicobar Islands,72
6/27/20,Andhra Pradesh,11489
6/27/20,Arunachal Pradesh,172
6/27/20,Assam,6607
6/27/20,Bihar,8716
6/27/20,Chandigarh,425
6/27/20,Chhattisgarh,2545
6/27/20,Dadra and Nagar Haveli and Daman and Diu,163
6/27/20,Delhi,77240
6/27/20,Goa,1039
6/27/20,Gujarat,30095
6/27/20,Haryana,12884
6/27/20,Himachal Pradesh,864
6/27/20,Jammu and Kashmir,6762
6/27/20,Jharkhand,2290
6/27/20,Karnataka,11005
6/27/20,Kerala,3876
6/27/20,Ladakh,946
6/27/20,Madhya Pradesh,12798
6/27/20,Maharashtra,152765
6/27/20,Manipur,1075
6/27/20,Meghalaya,47
6/27/20,Mizoram,145
6/27/20,Nagaland,371
6/27/20,Odisha,6180
6/27/20,Puducherry,502
6/27/20,Punjab,4957
6/27/20,Rajasthan,16660
6/27/20,Sikkim,86
6/27/20,Tamil Nadu,74622
6/27/20,Telangana,12349
6/27/20,Tripura,1325
6/27/20,Uttarakhand,2725
6/27/20,Uttar Pradesh,20943
6/27/20,West Bengal,16190
6/27/20,Telangana,8023
6/28/20,Andaman and Nicobar Islands,72
6/28/20,Andhra Pradesh,12285
6/28/20,Arunachal Pradesh,177
6/28/20,Assam,6816
6/28/20,Bihar,8931
6/28/20,Chandigarh,428
6/28/20,Chhattisgarh,2545
6/28/20,Dadra and Nagar Haveli and Daman and Diu,177
6/28/20,Delhi,80188
6/28/20,Goa,1128
6/28/20,Gujarat,30709
6/28/20,Haryana,13427
6/28/20,Himachal Pradesh,894
6/28/20,Jammu and Kashmir,6966
6/28/20,Jharkhand,2339
6/28/20,Karnataka,11923
6/28/20,Kerala,4071
6/28/20,Ladakh,960
6/28/20,Madhya Pradesh,12965
6/28/20,Maharashtra,159133
6/28/20,Manipur,1092
6/28/20,Meghalaya,47
6/28/20,Mizoram,148
6/28/20,Nagaland,387
6/28/20,Odisha,6350
6/28/20,Puducherry,619
6/28/20,Punjab,5056
6/28/20,Rajasthan,16944
6/28/20,Sikkim,87
6/28/20,Tamil Nadu,78335
6/28/20,Telangana,13436
6/28/20,Tripura,1334
6/28/20,Uttarakhand,2791
6/28/20,Uttar Pradesh,21549
6/28/20,West Bengal,16711
6/28/20,Telangana,7839
6/29/20,Andaman and Nicobar Islands,76
6/29/20,Andhra Pradesh,13241
6/29/20,Arunachal Pradesh,182
6/29/20,Assam,7206
6/29/20,Bihar,9212
6/29/20,Chandigarh,429
6/29/20,Chhattisgarh,2662
6/29/20,Dadra and Nagar Haveli and Daman and Diu,178
6/29/20,Delhi,83077
6/29/20,Goa,1198
6/29/20,Gujarat,31320
6/29/20,Haryana,13829
6/29/20,Himachal Pradesh,916
6/29/20,Jammu and Kashmir,7093
6/29/20,Jharkhand,2364
6/29/20,Karnataka,13190
6/29/20,Kerala,4189
6/29/20,Ladakh,963
6/29/20,Madhya Pradesh,13186
6/29/20,Maharashtra,164626
6/29/20,Manipur,1185
6/29/20,Meghalaya,47
6/29/20,Mizoram,148
6/29/20,Nagaland,415
6/29/20,Odisha,6614
6/29/20,Puducherry,619
6/29/20,Punjab,5216
6/29/20,Rajasthan,17271
6/29/20,Sikkim,88
6/29/20,Tamil Nadu,82275
6/29/20,Telangana,14419
6/29/20,Tripura,1346
6/29/20,Uttarakhand,2823
6/29/20,Uttar Pradesh,22147
6/29/20,West Bengal,17283
6/29/20,Telangana,7285
6/30/20,Andaman and Nicobar Islands,90
6/30/20,Andhra Pradesh,13891
6/30/20,Arunachal Pradesh,187
6/30/20,Assam,7752
6/30/20,Bihar,9640
6/30/20,Chandigarh,435
6/30/20,Chhattisgarh,2761
6/30/20,Dadra and Nagar Haveli and Daman and Diu,203
6/30/20,Delhi,85161
6/30/20,Goa,1198
6/30/20,Gujarat,31938
6/30/20,Haryana,14210
6/30/20,Himachal Pradesh,942
6/30/20,Jammu and Kashmir,7237
6/30/20,Jharkhand,2426
6/30/20,Karnataka,14295
6/30/20,Kerala,4189
6/30/20,Ladakh,964
6/30/20,Madhya Pradesh,13370
6/30/20,Maharashtra,169883
6/30/20,Manipur,1227
6/30/20,Meghalaya,47
6/30/20,Mizoram,148
6/30/20,Nagaland,434
6/30/20,Odisha,6859
6/30/20,Puducherry,619
6/30/20,Punjab,5418
6/30/20,Rajasthan,17660
6/30/20,Sikkim,88
6/30/20,Tamil Nadu,86224
6/30/20,Telangana,15394
6/30/20,Tripura,1380
6/30/20,Uttarakhand,2831
6/30/20,Uttar Pradesh,22828
6/30/20,West Bengal,17907
6/30/20,Telangana,7004
7/1/20,Andaman and Nicobar Islands,97
7/1/20,Andhra Pradesh,14595
7/1/20,Arunachal Pradesh,191
7/1/20,Assam,8227
7/1/20,Bihar,10043
7/1/20,Chandigarh,440
7/1/20,Chhattisgarh,2860
7/1/20,Dadra and Nagar Haveli and Daman and Diu,213
7/1/20,Delhi,87360
7/1/20,Goa,1315
7/1/20,Gujarat,32557
7/1/20,Haryana,14548
7/1/20,Himachal Pradesh,953
7/1/20,Jammu and Kashmir,7497
7/1/20,Jharkhand,2490
7/1/20,Karnataka,15242
7/1/20,Kerala,4442
7/1/20,Ladakh,973
7/1/20,Madhya Pradesh,13593
7/1/20,Maharashtra,174761
7/1/20,Manipur,1234
7/1/20,Meghalaya,52
7/1/20,Mizoram,160
7/1/20,Nagaland,459
7/1/20,Odisha,7065
7/1/20,Puducherry,714
7/1/20,Punjab,5568
7/1/20,Rajasthan,18014
7/1/20,Sikkim,89
7/1/20,Tamil Nadu,90167
7/1/20,Telangana,16339
7/1/20,Tripura,1388
7/1/20,Uttarakhand,2881
7/1/20,Uttar Pradesh,23492
7/1/20,West Bengal,18559
7/1/20,Telangana,6915
7/2/20,Andaman and Nicobar Islands,100
7/2/20,Andhra Pradesh,15252
7/2/20,Arunachal Pradesh,195
7/2/20,Assam,8582
7/2/20,Bihar,10249
7/2/20,Chandigarh,446
7/2/20,Chhattisgarh,2940
7/2/20,Dadra and Nagar Haveli and Daman and Diu,215
7/2/20,Delhi,89802
7/2/20,Goa,1387
7/2/20,Gujarat,33232
7/2/20,Haryana,14941
7/2/20,Himachal Pradesh,979
7/2/20,Jammu and Kashmir,7695
7/2/20,Jharkhand,2521
7/2/20,Karnataka,16514
7/2/20,Kerala,4593
7/2/20,Ladakh,990
7/2/20,Madhya Pradesh,13861
7/2/20,Maharashtra,180298
7/2/20,Manipur,1260
7/2/20,Meghalaya,52
7/2/20,Mizoram,160
7/2/20,Nagaland,459
7/2/20,Odisha,7316
7/2/20,Puducherry,714
7/2/20,Punjab,5668
7/2/20,Rajasthan,18312
7/2/20,Sikkim,101
7/2/20,Tamil Nadu,94049
7/2/20,Telangana,17357
7/2/20,Tripura,1396
7/2/20,Uttarakhand,2947
7/2/20,Uttar Pradesh,24056
7/2/20,West Bengal,19170
7/2/20,Telangana,6832
7/3/20,Andaman and Nicobar Islands,109
7/3/20,Andhra Pradesh,16097
7/3/20,Arunachal Pradesh,195
7/3/20,Assam,9013
7/3/20,Bihar,10471
7/3/20,Chandigarh,450
7/3/20,Chhattisgarh,3013
7/3/20,Dadra and Nagar Haveli and Daman and Diu,230
7/3/20,Delhi,92175
7/3/20,Goa,1482
7/3/20,Gujarat,33913
7/3/20,Haryana,15509
7/3/20,Himachal Pradesh,1014
7/3/20,Jammu and Kashmir,7849
7/3/20,Jharkhand,2584
7/3/20,Karnataka,18016
7/3/20,Kerala,4753
7/3/20,Ladakh,990
7/3/20,Madhya Pradesh,14106
7/3/20,Maharashtra,186626
7/3/20,Manipur,1279
7/3/20,Meghalaya,56
7/3/20,Mizoram,162
7/3/20,Nagaland,501
7/3/20,Odisha,7545
7/3/20,Puducherry,802
7/3/20,Punjab,5784
7/3/20,Rajasthan,18662
7/3/20,Sikkim,102
7/3/20,Tamil Nadu,98392
7/3/20,Telangana,18570
7/3/20,Tripura,1435
7/3/20,Uttarakhand,2984
7/3/20,Uttar Pradesh,24825
7/3/20,West Bengal,19819
7/3/20,Telangana,6031
7/4/20,Andaman and Nicobar Islands,116
7/4/20,Andhra Pradesh,16934
7/4/20,Arunachal Pradesh,252
7/4/20,Assam,9673
7/4/20,Bihar,10954
7/4/20,Chandigarh,457
7/4/20,Chhattisgarh,3065
7/4/20,Dadra and Nagar Haveli and Daman and Diu,257
7/4/20,Delhi,94695
7/4/20,Goa,1482
7/4/20,Gujarat,34600
7/4/20,Haryana,16003
7/4/20,Himachal Pradesh,1033
7/4/20,Jammu and Kashmir,8019
7/4/20,Jharkhand,2695
7/4/20,Karnataka,19710
7/4/20,Kerala,4964
7/4/20,Ladakh,1001
7/4/20,Madhya Pradesh,14297
7/4/20,Maharashtra,192990
7/4/20,Manipur,1316
7/4/20,Meghalaya,62
7/4/20,Mizoram,162
7/4/20,Nagaland,539
7/4/20,Odisha,8106
7/4/20,Puducherry,802
7/4/20,Punjab,5937
7/4/20,Rajasthan,19052
7/4/20,Sikkim,102
7/4/20,Tamil Nadu,102721
7/4/20,Telangana,20462
7/4/20,Tripura,1525
7/4/20,Uttarakhand,3048
7/4/20,Uttar Pradesh,25797
7/4/20,West Bengal,20488
7/4/20,Telangana,4999
7/5/20,Andaman and Nicobar Islands,119
7/5/20,Andhra Pradesh,17699
7/5/20,Arunachal Pradesh,259
7/5/20,Assam,10668
7/5/20,Bihar,11700
7/5/20,Chandigarh,460
7/5/20,Chhattisgarh,3161
7/5/20,Dadra and Nagar Haveli and Daman and Diu,271
7/5/20,Delhi,97200
7/5/20,Goa,1684
7/5/20,Gujarat,35312
7/5/20,Haryana,16548
7/5/20,Himachal Pradesh,1046
7/5/20,Jammu and Kashmir,8246
7/5/20,Jharkhand,2739
7/5/20,Karnataka,21549
7/5/20,Kerala,5204
7/5/20,Ladakh,1005
7/5/20,Madhya Pradesh,14604
7/5/20,Maharashtra,200064
7/5/20,Manipur,1325
7/5/20,Meghalaya,62
7/5/20,Mizoram,164
7/5/20,Nagaland,563
7/5/20,Odisha,8601
7/5/20,Puducherry,802
7/5/20,Punjab,6109
7/5/20,Rajasthan,19532
7/5/20,Sikkim,103
7/5/20,Tamil Nadu,107001
7/5/20,Telangana,22312
7/5/20,Tripura,1546
7/5/20,Uttarakhand,3093
7/5/20,Uttar Pradesh,26554
7/5/20,West Bengal,21231
7/5/20,Telangana,4629
7/6/20,Andaman and Nicobar Islands,125
7/6/20,Andhra Pradesh,18697
7/6/20,Arunachal Pradesh,269
7/6/20,Assam,11388
7/6/20,Bihar,11876
7/6/20,Chandigarh,466
7/6/20,Chhattisgarh,3207
7/6/20,Dadra and Nagar Haveli and Daman and Diu,271
7/6/20,Delhi,99444
7/6/20,Goa,1761
7/6/20,Gujarat,36037
7/6/20,Haryana,17005
7/6/20,Himachal Pradesh,1063
7/6/20,Jammu and Kashmir,8429
7/6/20,Jharkhand,2781
7/6/20,Karnataka,23474
7/6/20,Kerala,5429
7/6/20,Ladakh,1005
7/6/20,Madhya Pradesh,14930
7/6/20,Maharashtra,206619
7/6/20,Manipur,1366
7/6/20,Meghalaya,62
7/6/20,Mizoram,186
7/6/20,Nagaland,590
7/6/20,Odisha,9070
7/6/20,Puducherry,802
7/6/20,Punjab,6283
7/6/20,Rajasthan,20164
7/6/20,Sikkim,123
7/6/20,Tamil Nadu,111151
7/6/20,Telangana,23902
7/6/20,Tripura,1568
7/6/20,Uttarakhand,3124
7/6/20,Uttar Pradesh,27707
7/6/20,West Bengal,22126
7/6/20,Telangana,4913
7/7/20,Andaman and Nicobar Islands,141
7/7/20,Andhra Pradesh,20019
7/7/20,Arunachal Pradesh,270
7/7/20,Assam,12160
7/7/20,Bihar,12125
7/7/20,Chandigarh,489
7/7/20,Chhattisgarh,3305
7/7/20,Dadra and Nagar Haveli and Daman and Diu,297
7/7/20,Delhi,100823
7/7/20,Goa,1813
7/7/20,Gujarat,36772
7/7/20,Haryana,17504
7/7/20,Himachal Pradesh,1077
7/7/20,Jammu and Kashmir,8675
7/7/20,Jharkhand,2847
7/7/20,Karnataka,25317
7/7/20,Kerala,5622
7/7/20,Ladakh,1005
7/7/20,Madhya Pradesh,15284
7/7/20,Maharashtra,211987
7/7/20,Manipur,1390
7/7/20,Meghalaya,80
7/7/20,Mizoram,197
7/7/20,Nagaland,625
7/7/20,Odisha,9526
7/7/20,Puducherry,802
7/7/20,Punjab,6491
7/7/20,Rajasthan,20688
7/7/20,Sikkim,125
7/7/20,Tamil Nadu,114978
7/7/20,Telangana,25733
7/7/20,Tripura,1680
7/7/20,Uttarakhand,3161
7/7/20,Uttar Pradesh,28636
7/7/20,West Bengal,22987
7/7/20,Telangana,5034
7/8/20,Andaman and Nicobar Islands,147
7/8/20,Andhra Pradesh,21197
7/8/20,Arunachal Pradesh,276
7/8/20,Assam,12522
7/8/20,Bihar,12570
7/8/20,Chandigarh,494
7/8/20,Chhattisgarh,3415
7/8/20,Dadra and Nagar Haveli and Daman and Diu,405
7/8/20,Delhi,102831
7/8/20,Goa,1903
7/8/20,Gujarat,37550
7/8/20,Haryana,17999
7/8/20,Himachal Pradesh,1083
7/8/20,Jammu and Kashmir,8931
7/8/20,Jharkhand,2996
7/8/20,Karnataka,26815
7/8/20,Kerala,5894
7/8/20,Ladakh,1041
7/8/20,Madhya Pradesh,15627
7/8/20,Maharashtra,217121
7/8/20,Manipur,1430
7/8/20,Meghalaya,80
7/8/20,Mizoram,197
7/8/20,Nagaland,625
7/8/20,Odisha,10097
7/8/20,Puducherry,930
7/8/20,Punjab,6749
7/8/20,Rajasthan,21404
7/8/20,Sikkim,125
7/8/20,Tamil Nadu,118594
7/8/20,Telangana,27612
7/8/20,Tripura,1704
7/8/20,Uttarakhand,3230
7/8/20,Uttar Pradesh,29968
7/8/20,West Bengal,23837
7/8/20,Telangana,5018
7/9/20,Andaman and Nicobar Islands,149
7/9/20,Andhra Pradesh,22259
7/9/20,Arunachal Pradesh,287
7/9/20,Assam,13336
7/9/20,Bihar,13189
7/9/20,Chandigarh,513
7/9/20,Chhattisgarh,3525
7/9/20,Dadra and Nagar Haveli and Daman and Diu,408
7/9/20,Delhi,104864
7/9/20,Goa,2039
7/9/20,Gujarat,38333
7/9/20,Haryana,18690
7/9/20,Himachal Pradesh,1101
7/9/20,Jammu and Kashmir,9261
7/9/20,Jharkhand,3096
7/9/20,Karnataka,28877
7/9/20,Kerala,6195
7/9/20,Ladakh,1041
7/9/20,Madhya Pradesh,16036
7/9/20,Maharashtra,223724
7/9/20,Manipur,1435
7/9/20,Meghalaya,80
7/9/20,Mizoram,197
7/9/20,Nagaland,657
7/9/20,Odisha,10624
7/9/20,Puducherry,1008
7/9/20,Punjab,6907
7/9/20,Rajasthan,22063
7/9/20,Sikkim,133
7/9/20,Tamil Nadu,122350
7/9/20,Telangana,29536
7/9/20,Tripura,1761
7/9/20,Uttarakhand,3258
7/9/20,Uttar Pradesh,31156
7/9/20,West Bengal,24823
7/9/20,Telangana,4385
7/10/20,Andaman and Nicobar Islands,151
7/10/20,Andhra Pradesh,23814
7/10/20,Arunachal Pradesh,302
7/10/20,Assam,14032
7/10/20,Bihar,13944
7/10/20,Chandigarh,523
7/10/20,Chhattisgarh,3675
7/10/20,Dadra and Nagar Haveli and Daman and Diu,411
7/10/20,Delhi,107051
7/10/20,Goa,2151
7/10/20,Gujarat,39194
7/10/20,Haryana,19369
7/10/20,Himachal Pradesh,1140
7/10/20,Jammu and Kashmir,9501
7/10/20,Jharkhand,3246
7/10/20,Karnataka,31105
7/10/20,Kerala,6534
7/10/20,Ladakh,1055
7/10/20,Madhya Pradesh,16341
7/10/20,Maharashtra,230599
7/10/20,Manipur,1450
7/10/20,Meghalaya,113
7/10/20,Mizoram,197
7/10/20,Nagaland,673
7/10/20,Odisha,11201
7/10/20,Puducherry,1151
7/10/20,Punjab,7140
7/10/20,Rajasthan,22563
7/10/20,Sikkim,134
7/10/20,Tamil Nadu,126581
7/10/20,Telangana,30946
7/10/20,Tripura,1776
7/10/20,Uttarakhand,3305
7/10/20,Uttar Pradesh,32362
7/10/20,West Bengal,25911
7/10/20,Telangana,4161
7/11/20,Andaman and Nicobar Islands,156
7/11/20,Andhra Pradesh,25422
7/11/20,Arunachal Pradesh,335
7/11/20,Assam,14600
7/11/20,Bihar,14575
7/11/20,Chandigarh,539
7/11/20,Chhattisgarh,3767
7/11/20,Dadra and Nagar Haveli and Daman and Diu,459
7/11/20,Delhi,109140
7/11/20,Goa,2251
7/11/20,Gujarat,40069
7/11/20,Haryana,19934
7/11/20,Himachal Pradesh,1171
7/11/20,Jammu and Kashmir,9888
7/11/20,Jharkhand,3419
7/11/20,Karnataka,33418
7/11/20,Kerala,6950
7/11/20,Ladakh,1064
7/11/20,Madhya Pradesh,16657
7/11/20,Maharashtra,238461
7/11/20,Manipur,1582
7/11/20,Meghalaya,207
7/11/20,Mizoram,226
7/11/20,Nagaland,732
7/11/20,Odisha,11956
7/11/20,Puducherry,1272
7/11/20,Punjab,7357
7/11/20,Rajasthan,23174
7/11/20,Sikkim,134
7/11/20,Tamil Nadu,130261
7/11/20,Telangana,32224
7/11/20,Tripura,1918
7/11/20,Uttarakhand,3373
7/11/20,Uttar Pradesh,33700
7/11/20,West Bengal,27109
7/11/20,Telangana,3416
7/12/20,Andaman and Nicobar Islands,163
7/12/20,Andhra Pradesh,27235
7/12/20,Arunachal Pradesh,341
7/12/20,Assam,15536
7/12/20,Bihar,15373
7/12/20,Chandigarh,555
7/12/20,Chhattisgarh,3897
7/12/20,Dadra and Nagar Haveli and Daman and Diu,471
7/12/20,Delhi,110921
7/12/20,Goa,2368
7/12/20,Gujarat,40941
7/12/20,Haryana,20582
7/12/20,Himachal Pradesh,1182
7/12/20,Jammu and Kashmir,10156
7/12/20,Jharkhand,3613
7/12/20,Karnataka,36216
7/12/20,Kerala,7438
7/12/20,Ladakh,1077
7/12/20,Madhya Pradesh,17201
7/12/20,Maharashtra,246600
7/12/20,Manipur,1593
7/12/20,Meghalaya,207
7/12/20,Mizoram,227
7/12/20,Nagaland,748
7/12/20,Odisha,12526
7/12/20,Puducherry,1337
7/12/20,Punjab,7587
7/12/20,Rajasthan,23748
7/12/20,Sikkim,151
7/12/20,Tamil Nadu,134226
7/12/20,Telangana,33402
7/12/20,Tripura,1949
7/12/20,Uttarakhand,3417
7/12/20,Uttar Pradesh,35092
7/12/20,West Bengal,28453
7/12/20,Telangana,3024
7/13/20,Andaman and Nicobar Islands,163
7/13/20,Andhra Pradesh,29168
7/13/20,Arunachal Pradesh,359
7/13/20,Assam,16071
7/13/20,Bihar,16642
7/13/20,Chandigarh,559
7/13/20,Chhattisgarh,4059
7/13/20,Dadra and Nagar Haveli and Daman and Diu,479
7/13/20,Delhi,112494
7/13/20,Goa,2453
7/13/20,Gujarat,41820
7/13/20,Haryana,21240
7/13/20,Himachal Pradesh,1213
7/13/20,Jammu and Kashmir,10513
7/13/20,Jharkhand,3756
7/13/20,Karnataka,38843
7/13/20,Kerala,7873
7/13/20,Ladakh,1086
7/13/20,Madhya Pradesh,17632
7/13/20,Maharashtra,254427
7/13/20,Manipur,1609
7/13/20,Meghalaya,306
7/13/20,Mizoram,231
7/13/20,Nagaland,774
7/13/20,Odisha,13121
7/13/20,Puducherry,1418
7/13/20,Punjab,7821
7/13/20,Rajasthan,24392
7/13/20,Sikkim,153
7/13/20,Tamil Nadu,138470
7/13/20,Telangana,34671
7/13/20,Tripura,2054
7/13/20,Uttarakhand,3537
7/13/20,Uttar Pradesh,36476
7/13/20,West Bengal,30013
7/13/20,Telangana,2358
7/14/20,Andaman and Nicobar Islands,166
7/14/20,Andhra Pradesh,31103
7/14/20,Arunachal Pradesh,387
7/14/20,Assam,16806
7/14/20,Bihar,17959
7/14/20,Chandigarh,588
7/14/20,Chhattisgarh,4217
7/14/20,Dadra and Nagar Haveli and Daman and Diu,495
7/14/20,Delhi,113740
7/14/20,Goa,2583
7/14/20,Gujarat,42722
7/14/20,Haryana,21894
7/14/20,Himachal Pradesh,1243
7/14/20,Jammu and Kashmir,10827
7/14/20,Jharkhand,3898
7/14/20,Karnataka,41581
7/14/20,Kerala,8322
7/14/20,Ladakh,1093
7/14/20,Madhya Pradesh,18207
7/14/20,Maharashtra,260924
7/14/20,Manipur,1626
7/14/20,Meghalaya,318
7/14/20,Mizoram,233
7/14/20,Nagaland,845
7/14/20,Odisha,13737
7/14/20,Puducherry,1468
7/14/20,Punjab,8178
7/14/20,Rajasthan,24936
7/14/20,Sikkim,192
7/14/20,Tamil Nadu,142798
7/14/20,Telangana,36221
7/14/20,Tripura,2080
7/14/20,Uttarakhand,3608
7/14/20,Uttar Pradesh,38130
7/14/20,West Bengal,31448
7/14/20,Telangana,2179
7/15/20,Andaman and Nicobar Islands,166
7/15/20,Andhra Pradesh,33019
7/15/20,Arunachal Pradesh,462
7/15/20,Assam,17807
7/15/20,Bihar,19284
7/15/20,Chandigarh,600
7/15/20,Chhattisgarh,4379
7/15/20,Dadra and Nagar Haveli and Daman and Diu,520
7/15/20,Delhi,115346
7/15/20,Goa,2753
7/15/20,Gujarat,43637
7/15/20,Haryana,22628
7/15/20,Himachal Pradesh,1309
7/15/20,Jammu and Kashmir,11173
7/15/20,Jharkhand,4091
7/15/20,Karnataka,44077
7/15/20,Kerala,8930
7/15/20,Ladakh,1093
7/15/20,Madhya Pradesh,19005
7/15/20,Maharashtra,267665
7/15/20,Manipur,1672
7/15/20,Meghalaya,318
7/15/20,Mizoram,238
7/15/20,Nagaland,896
7/15/20,Odisha,14280
7/15/20,Puducherry,1531
7/15/20,Punjab,8511
7/15/20,Rajasthan,25571
7/15/20,Sikkim,209
7/15/20,Tamil Nadu,147324
7/15/20,Telangana,37745
7/15/20,Tripura,2170
7/15/20,Uttarakhand,3686
7/15/20,Uttar Pradesh,39724
7/15/20,West Bengal,32838
7/15/20,Telangana,1524
7/16/20,Andaman and Nicobar Islands,176
7/16/20,Andhra Pradesh,35451
7/16/20,Arunachal Pradesh,462
7/16/20,Assam,18666
7/16/20,Bihar,20612
7/16/20,Chandigarh,625
7/16/20,Chhattisgarh,4539
7/16/20,Dadra and Nagar Haveli and Daman and Diu,539
7/16/20,Delhi,116993
7/16/20,Goa,2951
7/16/20,Gujarat,44552
7/16/20,Haryana,23306
7/16/20,Himachal Pradesh,1341
7/16/20,Jammu and Kashmir,11666
7/16/20,Jharkhand,4320
7/16/20,Karnataka,47253
7/16/20,Kerala,9553
7/16/20,Ladakh,1142
7/16/20,Madhya Pradesh,19643
7/16/20,Maharashtra,275640
7/16/20,Manipur,1700
7/16/20,Meghalaya,346
7/16/20,Mizoram,238
7/16/20,Nagaland,902
7/16/20,Odisha,14898
7/16/20,Puducherry,1596
7/16/20,Punjab,8799
7/16/20,Rajasthan,26437
7/16/20,Sikkim,220
7/16/20,Tamil Nadu,151820
7/16/20,Telangana,39342
7/16/20,Tripura,2268
7/16/20,Uttarakhand,3785
7/16/20,Uttar Pradesh,41383
7/16/20,West Bengal,34427
7/16/20,Telangana,1285
7/17/20,Andaman and Nicobar Islands,180
7/17/20,Andhra Pradesh,38044
7/17/20,Arunachal Pradesh,543
7/17/20,Assam,19754
7/17/20,Bihar,21764
7/17/20,Chandigarh,651
7/17/20,Chhattisgarh,4732
7/17/20,Dadra and Nagar Haveli and Daman and Diu,552
7/17/20,Delhi,118645
7/17/20,Goa,3108
7/17/20,Gujarat,45481
7/17/20,Haryana,24002
7/17/20,Himachal Pradesh,1377
7/17/20,Jammu and Kashmir,12156
7/17/20,Jharkhand,4624
7/17/20,Karnataka,51422
7/17/20,Kerala,10275
7/17/20,Ladakh,1147
7/17/20,Madhya Pradesh,20378
7/17/20,Maharashtra,284281
7/17/20,Manipur,1764
7/17/20,Meghalaya,377
7/17/20,Mizoram,272
7/17/20,Nagaland,916
7/17/20,Odisha,15392
7/17/20,Puducherry,1743
7/17/20,Punjab,9094
7/17/20,Rajasthan,27174
7/17/20,Sikkim,243
7/17/20,Tamil Nadu,156369
7/17/20,Telangana,41018
7/17/20,Tripura,2283
7/17/20,Uttarakhand,3982
7/17/20,Uttar Pradesh,43441
7/17/20,West Bengal,36117
7/17/20,Telangana,531
7/18/20,Andaman and Nicobar Islands,194
7/18/20,Andhra Pradesh,40646
7/18/20,Arunachal Pradesh,609
7/18/20,Assam,20646
7/18/20,Bihar,23589
7/18/20,Chandigarh,660
7/18/20,Chhattisgarh,4964
7/18/20,Dadra and Nagar Haveli and Daman and Diu,585
7/18/20,Delhi,120107
7/18/20,Goa,3304
7/18/20,Gujarat,46430
7/18/20,Haryana,24797
7/18/20,Himachal Pradesh,1417
7/18/20,Jammu and Kashmir,12757
7/18/20,Jharkhand,4921
7/18/20,Karnataka,55115
7/18/20,Kerala,11066
7/18/20,Ladakh,1151
7/18/20,Madhya Pradesh,21081
7/18/20,Maharashtra,292589
7/18/20,Manipur,1800
7/18/20,Meghalaya,403
