Date,State/UnionTerritory,Confirmed
7/18/20,Mizoram,282
7/18/20,Nagaland,956
7/18/20,Odisha,16110
7/18/20,Puducherry,1832
7/18/20,Punjab,9442
7/18/20,Rajasthan,27789
7/18/20,Sikkim,266
7/18/20,Tamil Nadu,160907
7/18/20,Telangana,42496
7/18/20,Tripura,2366
7/18/20,Uttarakhand,4102
7/18/20,Uttar Pradesh,45163
7/18/20,West Bengal,38011
7/18/20,Telangana,163
7/19/20,Andaman and Nicobar Islands,198
7/19/20,Andhra Pradesh,44609
7/19/20,Arunachal Pradesh,650
7/19/20,Assam,22918
7/19/20,Bihar,25136
7/19/20,Chandigarh,700
7/19/20,Chhattisgarh,5233
7/19/20,Dadra and Nagar Haveli and Daman and Diu,602
7/19/20,Delhi,121582
7/19/20,Goa,3484
7/19/20,Gujarat,47390
7/19/20,Haryana,25547
7/19/20,Himachal Pradesh,1457
7/19/20,Jammu and Kashmir,13198
7/19/20,Jharkhand,5342
7/19/20,Karnataka,59652
7/19/20,Kerala,11659
7/19/20,Ladakh,1159
7/19/20,Madhya Pradesh,21763
7/19/20,Maharashtra,300937
7/19/20,Manipur,1891
7/19/20,Meghalaya,418
7/19/20,Mizoram,284
7/19/20,Nagaland,978
7/19/20,Odisha,16701
7/19/20,Puducherry,1894
7/19/20,Punjab,9792
7/19/20,Rajasthan,28500
7/19/20,Sikkim,275
7/19/20,Tamil Nadu,165714
7/19/20,Telangana,43780
7/19/20,Tripura,2654
7/19/20,Uttarakhand,4276
7/19/20,Uttar Pradesh,47036
7/19/20,West Bengal,40209
7/20/20,Andaman and Nicobar Islands,203
7/20/20,Andhra Pradesh,49650
7/20/20,Arunachal Pradesh,740
7/20/20,Assam,23999
7/20/20,Bihar,26569
7/20/20,Chandigarh,717
7/20/20,Chhattisgarh,5407
7/20/20,Dadra and Nagar Haveli and Daman and Diu,605
7/20/20,Delhi,122793
7/20/20,Goa,3657
7/20/20,Gujarat,48355
7/20/20,Haryana,26164
7/20/20,Himachal Pradesh,1483
7/20/20,Jammu and Kashmir,13899
7/20/20,Jharkhand,5535
7/20/20,Karnataka,63772
7/20/20,Kerala,12480
7/20/20,Ladakh,1178
7/20/20,Madhya Pradesh,22600
7/20/20,Maharashtra,310455
7/20/20,Manipur,1911
7/20/20,Meghalaya,450
7/20/20,Mizoram,284
7/20/20,Nagaland,988
7/20/20,Odisha,17437
7/20/20,Puducherry,1999
7/20/20,Punjab,10100
7/20/20,Rajasthan,29434
7/20/20,Sikkim,283
7/20/20,Tamil Nadu,170693
7/20/20,Telangana,45076
7/20/20,Tripura,2878
7/20/20,Uttarakhand,4515
7/20/20,Uttar Pradesh,49247
7/20/20,West Bengal,42487
7/21/20,Andaman and Nicobar Islands,207
7/21/20,Andhra Pradesh,53724
7/21/20,Arunachal Pradesh,790
7/21/20,Assam,25382
7/21/20,Bihar,27646
7/21/20,Chandigarh,737
7/21/20,Chhattisgarh,5561
7/21/20,Dadra and Nagar Haveli and Daman and Diu,684
7/21/20,Delhi,123747
7/21/20,Goa,3853
7/21/20,Gujarat,49353
7/21/20,Haryana,26858
7/21/20,Himachal Pradesh,1631
7/21/20,Jammu and Kashmir,14650
7/21/20,Jharkhand,5756
7/21/20,Karnataka,67420
7/21/20,Kerala,13274
7/21/20,Ladakh,1195
7/21/20,Madhya Pradesh,23310
7/21/20,Maharashtra,318695
7/21/20,Manipur,1925
7/21/20,Meghalaya,466
7/21/20,Mizoram,297
7/21/20,Nagaland,1021
7/21/20,Odisha,18110
7/21/20,Puducherry,2092
7/21/20,Punjab,10510
7/21/20,Rajasthan,30390
7/21/20,Sikkim,305
7/21/20,Tamil Nadu,175678
7/21/20,Telangana,46274
7/21/20,Tripura,3079
7/21/20,Uttarakhand,4642
7/21/20,Uttar Pradesh,51160
7/21/20,West Bengal,44769
7/22/20,Andaman and Nicobar Islands,212
7/22/20,Andhra Pradesh,58668
7/22/20,Arunachal Pradesh,858
7/22/20,Assam,25382
7/22/20,Bihar,28952
7/22/20,Chandigarh,751
7/22/20,Chhattisgarh,5729
7/22/20,Dadra and Nagar Haveli and Daman and Diu,705
7/22/20,Delhi,125096
7/22/20,Goa,4027
7/22/20,Gujarat,50379
7/22/20,Haryana,27462
7/22/20,Himachal Pradesh,1664
7/22/20,Jammu and Kashmir,15258
7/22/20,Jharkhand,6159
7/22/20,Karnataka,71069
7/22/20,Kerala,13994
7/22/20,Ladakh,1198
7/22/20,Madhya Pradesh,24095
7/22/20,Maharashtra,327031
7/22/20,Manipur,2015
7/22/20,Meghalaya,490
7/22/20,Mizoram,317
7/22/20,Nagaland,1030
7/22/20,Odisha,18757
7/22/20,Puducherry,2179
7/22/20,Punjab,10889
7/22/20,Rajasthan,31373
7/22/20,Sikkim,330
7/22/20,Tamil Nadu,180643
7/22/20,Telangana,47705
7/22/20,Tripura,3331
7/22/20,Uttarakhand,4849
7/22/20,Uttar Pradesh,53288
7/22/20,West Bengal,47030
7/23/20,Andaman and Nicobar Islands,221
7/23/20,Andhra Pradesh,64713
7/23/20,Arunachal Pradesh,949
7/23/20,Assam,26772
7/23/20,Bihar,30369
7/23/20,Chandigarh,793
7/23/20,Chhattisgarh,5968
7/23/20,Dadra and Nagar Haveli and Daman and Diu,733
7/23/20,Delhi,126323
7/23/20,Goa,4176
7/23/20,Gujarat,51399
7/23/20,Haryana,28186
7/23/20,Himachal Pradesh,1725
7/23/20,Jammu and Kashmir,15711
7/23/20,Jharkhand,6485
7/23/20,Karnataka,75833
7/23/20,Kerala,15032
7/23/20,Ladakh,1206
7/23/20,Madhya Pradesh,24842
7/23/20,Maharashtra,337607
7/23/20,Manipur,2060
7/23/20,Meghalaya,514
7/23/20,Mizoram,317
7/23/20,Nagaland,1084
7/23/20,Odisha,19835
7/23/20,Puducherry,2300
7/23/20,Punjab,11301
7/23/20,Rajasthan,32334
7/23/20,Sikkim,438
7/23/20,Tamil Nadu,186492
7/23/20,Telangana,49259
7/23/20,Tripura,3449
7/23/20,Uttarakhand,5300
7/23/20,Uttar Pradesh,55588
7/23/20,West Bengal,49321
7/24/20,Andaman and Nicobar Islands,240
7/24/20,Andhra Pradesh,72711
7/24/20,Arunachal Pradesh,991
7/24/20,Assam,28791
7/24/20,Bihar,31980
7/24/20,Chandigarh,800
7/24/20,Chhattisgarh,6254
7/24/20,Dadra and Nagar Haveli and Daman and Diu,770
7/24/20,Delhi,127364
7/24/20,Goa,4350
7/24/20,Gujarat,52477
7/24/20,Haryana,28975
7/24/20,Himachal Pradesh,1834
7/24/20,Jammu and Kashmir,16429
7/24/20,Jharkhand,6975
7/24/20,Karnataka,80863
7/24/20,Kerala,16110
7/24/20,Ladakh,1210
7/24/20,Madhya Pradesh,25474
7/24/20,Maharashtra,347502
7/24/20,Manipur,2115
7/24/20,Meghalaya,534
7/24/20,Mizoram,332
7/24/20,Nagaland,1174
7/24/20,Odisha,21099
7/24/20,Puducherry,2420
7/24/20,Punjab,11739
7/24/20,Rajasthan,33220
7/24/20,Sikkim,460
7/24/20,Tamil Nadu,192964
7/24/20,Telangana,50826
7/24/20,Tripura,3656
7/24/20,Uttarakhand,5445
7/24/20,Uttar Pradesh,58104
7/24/20,West Bengal,51757
7/25/20,Andaman and Nicobar Islands,259
7/25/20,Andhra Pradesh,80858
7/25/20,Arunachal Pradesh,1056
7/25/20,Assam,29921
7/25/20,Bihar,33926
7/25/20,Chandigarh,823
7/25/20,Chhattisgarh,6731
7/25/20,Dadra and Nagar Haveli and Daman and Diu,815
7/25/20,Delhi,128389
7/25/20,Goa,4540
7/25/20,Gujarat,53545
7/25/20,Haryana,29755
7/25/20,Himachal Pradesh,1954
7/25/20,Jammu and Kashmir,16782
7/25/20,Jharkhand,7493
7/25/20,Karnataka,85870
7/25/20,Kerala,16995
7/25/20,Ladakh,1246
7/25/20,Madhya Pradesh,26210
7/25/20,Maharashtra,357117
7/25/20,Manipur,2146
7/25/20,Meghalaya,588
7/25/20,Mizoram,361
7/25/20,Nagaland,1239
7/25/20,Odisha,22693
7/25/20,Puducherry,2515
7/25/20,Punjab,12216
7/25/20,Rajasthan,34178
7/25/20,Sikkim,477
7/25/20,Tamil Nadu,199749
7/25/20,Telangana,52466
7/25/20,Tripura,3759
7/25/20,Uttarakhand,5445
7/25/20,Uttar Pradesh,60771
7/25/20,West Bengal,53973
7/26/20,Andaman and Nicobar Islands,290
7/26/20,Andhra Pradesh,88671
7/26/20,Arunachal Pradesh,1126
7/26/20,Assam,31086
7/26/20,Bihar,36604
7/26/20,Chandigarh,852
7/26/20,Chhattisgarh,7087
7/26/20,Dadra and Nagar Haveli and Daman and Diu,860
7/26/20,Delhi,129531
7/26/20,Goa,4686
7/26/20,Gujarat,54626
7/26/20,Haryana,30538
7/26/20,Himachal Pradesh,2049
7/26/20,Jammu and Kashmir,17305
7/26/20,Jharkhand,7836
7/26/20,Karnataka,90942
7/26/20,Kerala,18098
7/26/20,Ladakh,1276
7/26/20,Madhya Pradesh,26926
7/26/20,Maharashtra,366368
7/26/20,Manipur,2176
7/26/20,Meghalaya,646
7/26/20,Mizoram,361
7/26/20,Nagaland,1289
7/26/20,Odisha,24013
7/26/20,Puducherry,2654
7/26/20,Punjab,12684
7/26/20,Rajasthan,35298
7/26/20,Sikkim,499
7/26/20,Tamil Nadu,206737
7/26/20,Telangana,52466
7/26/20,Tripura,3862
7/26/20,Uttarakhand,5961
7/26/20,Uttar Pradesh,63742
7/26/20,West Bengal,56377
7/27/20,Andaman and Nicobar Islands,324
7/27/20,Andhra Pradesh,96298
7/27/20,Arunachal Pradesh,1158
7/27/20,Assam,32228
7/27/20,Bihar,39176
7/27/20,Chandigarh,887
7/27/20,Chhattisgarh,7450
7/27/20,Dadra and Nagar Haveli and Daman and Diu,914
7/27/20,Delhi,130606
7/27/20,Goa,4861
7/27/20,Gujarat,55822
7/27/20,Haryana,31332
7/27/20,Himachal Pradesh,2176
7/27/20,Jammu and Kashmir,17920
7/27/20,Jharkhand,8275
7/27/20,Karnataka,96141
7/27/20,Kerala,19025
7/27/20,Ladakh,1285
7/27/20,Madhya Pradesh,27800
7/27/20,Maharashtra,375799
7/27/20,Manipur,2235
7/27/20,Meghalaya,702
7/27/20,Mizoram,361
7/27/20,Nagaland,1339
7/27/20,Odisha,25389
7/27/20,Puducherry,2786
7/27/20,Punjab,13218
7/27/20,Rajasthan,35909
7/27/20,Sikkim,545
7/27/20,Tamil Nadu,213723
7/27/20,Telangana,54059
7/27/20,Tripura,3900
7/27/20,Uttarakhand,6104
7/27/20,Uttar Pradesh,66988
7/27/20,West Bengal,58718
7/28/20,Andaman and Nicobar Islands,338
7/28/20,Andhra Pradesh,102349
7/28/20,Arunachal Pradesh,1239
7/28/20,Assam,33576
7/28/20,Bihar,41244
7/28/20,Chandigarh,910
7/28/20,Chhattisgarh,7745
7/28/20,Dadra and Nagar Haveli and Daman and Diu,946
7/28/20,Delhi,131219
7/28/20,Goa,5119
7/28/20,Gujarat,56874
7/28/20,Haryana,32127
7/28/20,Himachal Pradesh,2270
7/28/20,Jammu and Kashmir,18390
7/28/20,Jharkhand,8683
7/28/20,Karnataka,101465
7/28/20,Kerala,19727
7/28/20,Ladakh,1306
7/28/20,Madhya Pradesh,28589
7/28/20,Maharashtra,383723
7/28/20,Manipur,2286
7/28/20,Meghalaya,738
7/28/20,Mizoram,384
7/28/20,Nagaland,1385
7/28/20,Odisha,26892
7/28/20,Puducherry,2872
7/28/20,Punjab,13769
7/28/20,Rajasthan,36878
7/28/20,Sikkim,555
7/28/20,Tamil Nadu,220716
7/28/20,Telangana,57142
7/28/20,Tripura,4049
7/28/20,Uttarakhand,6328
7/28/20,Uttar Pradesh,70493
7/28/20,West Bengal,60830
7/29/20,Andaman and Nicobar Islands,363
7/29/20,Andhra Pradesh,110297
7/29/20,Arunachal Pradesh,1330
7/29/20,Assam,34947
7/29/20,Bihar,43843
7/29/20,Chandigarh,934
7/29/20,Chhattisgarh,8257
7/29/20,Dadra and Nagar Haveli and Daman and Diu,982
7/29/20,Delhi,132275
7/29/20,Goa,5287
7/29/20,Gujarat,57982
7/29/20,Haryana,32876
7/29/20,Himachal Pradesh,2330
7/29/20,Jammu and Kashmir,18879
7/29/20,Jharkhand,9078
7/29/20,Karnataka,107001
7/29/20,Kerala,20894
7/29/20,Ladakh,1327
7/29/20,Madhya Pradesh,29217
7/29/20,Maharashtra,391440
7/29/20,Manipur,2317
7/29/20,Meghalaya,779
7/29/20,Mizoram,384
7/29/20,Nagaland,1460
7/29/20,Odisha,28107
7/29/20,Puducherry,3011
7/29/20,Punjab,14378
7/29/20,Rajasthan,38514
7/29/20,Sikkim,579
7/29/20,Tamil Nadu,227688
7/29/20,Telangana,57142
7/29/20,Tripura,4269
7/29/20,Uttarakhand,6587
7/29/20,Uttar Pradesh,73951
7/29/20,West Bengal,62964
7/30/20,Andaman and Nicobar Islands,428
7/30/20,Andhra Pradesh,120390
7/30/20,Arunachal Pradesh,1410
7/30/20,Assam,36295
7/30/20,Bihar,46080
7/30/20,Chandigarh,978
7/30/20,Chhattisgarh,8539
7/30/20,Dadra and Nagar Haveli and Daman and Diu,1026
7/30/20,Delhi,133310
7/30/20,Goa,5489
7/30/20,Gujarat,59126
7/30/20,Haryana,33631
7/30/20,Himachal Pradesh,2403
7/30/20,Jammu and Kashmir,19419
7/30/20,Jharkhand,9861
7/30/20,Karnataka,112504
7/30/20,Kerala,21797
7/30/20,Ladakh,1347
7/30/20,Madhya Pradesh,30134
7/30/20,Maharashtra,400651
7/30/20,Manipur,2458
7/30/20,Meghalaya,784
7/30/20,Mizoram,398
7/30/20,Nagaland,1513
7/30/20,Odisha,29175
7/30/20,Puducherry,3177
7/30/20,Punjab,14946
7/30/20,Rajasthan,38964
7/30/20,Sikkim,596
7/30/20,Tamil Nadu,234114
7/30/20,Telangana,58906
7/30/20,Tripura,4485
7/30/20,Uttarakhand,6866
7/30/20,Uttar Pradesh,77334
7/30/20,West Bengal,65258
7/31/20,Andaman and Nicobar Islands,471
7/31/20,Andhra Pradesh,130557
7/31/20,Arunachal Pradesh,1484
7/31/20,Assam,38407
7/31/20,Bihar,48477
7/31/20,Chandigarh,1016
7/31/20,Chhattisgarh,8761
7/31/20,Dadra and Nagar Haveli and Daman and Diu,1064
7/31/20,Delhi,134403
7/31/20,Goa,5704
7/31/20,Gujarat,60285
7/31/20,Haryana,34254
7/31/20,Himachal Pradesh,2506
7/31/20,Jammu and Kashmir,19869
7/31/20,Jharkhand,10167
7/31/20,Karnataka,118632
7/31/20,Kerala,22303
7/31/20,Ladakh,1378
7/31/20,Madhya Pradesh,30968
7/31/20,Maharashtra,411798
7/31/20,Manipur,2505
7/31/20,Meghalaya,803
7/31/20,Mizoram,408
7/31/20,Nagaland,1566
7/31/20,Odisha,30378
7/31/20,Puducherry,3298
7/31/20,Punjab,15456
7/31/20,Rajasthan,40145
7/31/20,Sikkim,610
7/31/20,Tamil Nadu,239978
7/31/20,Telangana,60717
7/31/20,Tripura,4706
7/31/20,Uttarakhand,7065
7/31/20,Uttar Pradesh,81039
7/31/20,West Bengal,67692
8/1/20,Andaman and Nicobar Islands,548
8/1/20,Andhra Pradesh,140933
8/1/20,Arunachal Pradesh,1591
8/1/20,Assam,40269
8/1/20,Bihar,51233
8/1/20,Chandigarh,1051
8/1/20,Chhattisgarh,9086
8/1/20,Dadra and Nagar Haveli and Daman and Diu,1100
8/1/20,Delhi,135598
8/1/20,Goa,5913
8/1/20,Gujarat,61438
8/1/20,Haryana,34965
8/1/20,Himachal Pradesh,2564
8/1/20,Jammu and Kashmir,20359
8/1/20,Jharkhand,10958
8/1/20,Karnataka,124115
8/1/20,Kerala,23613
8/1/20,Ladakh,1404
8/1/20,Madhya Pradesh,31806
8/1/20,Maharashtra,422118
8/1/20,Manipur,2621
8/1/20,Meghalaya,823
8/1/20,Mizoram,412
8/1/20,Nagaland,1693
8/1/20,Odisha,31877
8/1/20,Puducherry,3472
8/1/20,Punjab,16119
8/1/20,Rajasthan,41298
8/1/20,Sikkim,639
8/1/20,Tamil Nadu,245859
8/1/20,Telangana,62703
8/1/20,Tripura,4978
8/1/20,Uttarakhand,7183
8/1/20,Uttar Pradesh,85461
8/1/20,West Bengal,70188
8/2/20,Andaman and Nicobar Islands,636
8/2/20,Andhra Pradesh,150209
8/2/20,Arunachal Pradesh,1673
8/2/20,Assam,41726
8/2/20,Bihar,54240
8/2/20,Chandigarh,1079
8/2/20,Chhattisgarh,9385
8/2/20,Dadra and Nagar Haveli and Daman and Diu,1145
8/2/20,Delhi,136716
8/2/20,Goa,6193
8/2/20,Gujarat,62463
8/2/20,Haryana,35758
8/2/20,Himachal Pradesh,2634
8/2/20,Jammu and Kashmir,20972
8/2/20,Jharkhand,11686
8/2/20,Karnataka,129287
8/2/20,Kerala,24742
8/2/20,Ladakh,1462
8/2/20,Madhya Pradesh,32614
8/2/20,Maharashtra,431719
8/2/20,Manipur,2756
8/2/20,Meghalaya,856
8/2/20,Mizoram,468
8/2/20,Nagaland,1831
8/2/20,Odisha,33479
8/2/20,Puducherry,3606
8/2/20,Punjab,17063
8/2/20,Rajasthan,42646
8/2/20,Sikkim,650
8/2/20,Tamil Nadu,251738
8/2/20,Telangana,64786
8/2/20,Tripura,5233
8/2/20,Uttarakhand,7447
8/2/20,Uttar Pradesh,89048
8/2/20,West Bengal,72777
8/3/20,Andaman and Nicobar Islands,734
8/3/20,Andhra Pradesh,158764
8/3/20,Arunachal Pradesh,1698
8/3/20,Assam,42904
8/3/20,Bihar,57024
8/3/20,Chandigarh,1117
8/3/20,Chhattisgarh,9531
8/3/20,Dadra and Nagar Haveli and Daman and Diu,1184
8/3/20,Delhi,137677
8/3/20,Goa,6530
8/3/20,Gujarat,63562
8/3/20,Haryana,36519
8/3/20,Himachal Pradesh,2703
8/3/20,Jammu and Kashmir,21416
8/3/20,Jharkhand,12523
8/3/20,Karnataka,134819
8/3/20,Kerala,25911
8/3/20,Ladakh,1466
8/3/20,Madhya Pradesh,33535
8/3/20,Maharashtra,441228
8/3/20,Manipur,2831
8/3/20,Meghalaya,874
8/3/20,Mizoram,482
8/3/20,Nagaland,1935
8/3/20,Odisha,34913
8/3/20,Puducherry,3806
8/3/20,Punjab,17853
8/3/20,Rajasthan,43804
8/3/20,Sikkim,658
8/3/20,Tamil Nadu,257613
8/3/20,Telangana,66677
8/3/20,Tripura,5374
8/3/20,Uttarakhand,7593
8/3/20,Uttar Pradesh,92921
8/3/20,West Bengal,75516
8/4/20,Andaman and Nicobar Islands,830
8/4/20,Andhra Pradesh,166586
8/4/20,Arunachal Pradesh,1758
8/4/20,Assam,45275
8/4/20,Bihar,59328
8/4/20,Chandigarh,1159
8/4/20,Chhattisgarh,9779
8/4/20,Dadra and Nagar Haveli and Daman and Diu,1274
8/4/20,Delhi,138482
8/4/20,Goa,6816
8/4/20,Gujarat,64585
8/4/20,Haryana,37173
8/4/20,Himachal Pradesh,2818
8/4/20,Jammu and Kashmir,22006
8/4/20,Jharkhand,13478
8/4/20,Karnataka,139571
8/4/20,Kerala,26873
8/4/20,Ladakh,1485
8/4/20,Madhya Pradesh,34285
8/4/20,Maharashtra,450196
8/4/20,Manipur,2920
8/4/20,Meghalaya,902
8/4/20,Mizoram,501
8/4/20,Nagaland,2129
8/4/20,Odisha,36297
8/4/20,Puducherry,3982
8/4/20,Punjab,18527
8/4/20,Rajasthan,44975
8/4/20,Sikkim,688
8/4/20,Tamil Nadu,263222
8/4/20,Telangana,68946
8/4/20,Tripura,5505
8/4/20,Uttarakhand,7800
8/4/20,Uttar Pradesh,97362
8/4/20,West Bengal,78232
8/5/20,Andaman and Nicobar Islands,928
8/5/20,Andhra Pradesh,176333
8/5/20,Arunachal Pradesh,1790
8/5/20,Assam,48161
8/5/20,Bihar,61788
8/5/20,Chandigarh,1206
8/5/20,Chhattisgarh,10202
8/5/20,Dadra and Nagar Haveli and Daman and Diu,1325
8/5/20,Delhi,139156
8/5/20,Goa,7075
8/5/20,Gujarat,65599
8/5/20,Haryana,37796
8/5/20,Himachal Pradesh,2879
8/5/20,Jammu and Kashmir,22396
8/5/20,Jharkhand,13940
8/5/20,Karnataka,145830
8/5/20,Kerala,27956
8/5/20,Ladakh,1534
8/5/20,Madhya Pradesh,35082
8/5/20,Maharashtra,457956
8/5/20,Manipur,3018
8/5/20,Meghalaya,917
8/5/20,Mizoram,504
8/5/20,Nagaland,2405
8/5/20,Odisha,37681
8/5/20,Puducherry,4147
8/5/20,Punjab,19015
8/5/20,Rajasthan,46679
8/5/20,Sikkim,783
8/5/20,Tamil Nadu,268285
8/5/20,Telangana,70958
8/5/20,Tripura,5628
8/5/20,Uttarakhand,8008
8/5/20,Uttar Pradesh,100310
8/5/20,West Bengal,80984
8/6/20,Andaman and Nicobar Islands,1027
8/6/20,Andhra Pradesh,186461
8/6/20,Arunachal Pradesh,1855
8/6/20,Assam,50445
8/6/20,Bihar,64770
8/6/20,Chandigarh,1270
8/6/20,Chhattisgarh,10407
8/6/20,Dadra and Nagar Haveli and Daman and Diu,1366
8/6/20,Delhi,140232
8/6/20,Goa,7423
8/6/20,Gujarat,66669
8/6/20,Haryana,38548
8/6/20,Himachal Pradesh,2916
8/6/20,Jammu and Kashmir,22955
8/6/20,Jharkhand,14888
8/6/20,Karnataka,151449
8/6/20,Kerala,29151
8/6/20,Ladakh,1592
8/6/20,Madhya Pradesh,35734
8/6/20,Maharashtra,468265
8/6/20,Manipur,3093
8/6/20,Meghalaya,929
8/6/20,Mizoram,537
8/6/20,Nagaland,2498
8/6/20,Odisha,39018
8/6/20,Puducherry,4433
8/6/20,Punjab,19856
8/6/20,Rajasthan,47272
8/6/20,Sikkim,800
8/6/20,Tamil Nadu,273460
8/6/20,Telangana,73050
8/6/20,Tripura,5725
8/6/20,Uttarakhand,8254
8/6/20,Uttar Pradesh,104388
8/6/20,West Bengal,83800
8/7/20,Andaman and Nicobar Islands,1123
8/7/20,Andhra Pradesh,196789
8/7/20,Arunachal Pradesh,1948
8/7/20,Assam,52817
8/7/20,Bihar,67788
8/7/20,Chandigarh,1327
8/7/20,Chhattisgarh,10932
8/7/20,Dadra and Nagar Haveli and Daman and Diu,1391
8/7/20,Delhi,141531
8/7/20,Goa,7614
8/7/20,Gujarat,67699
8/7/20,Haryana,39303
8/7/20,Himachal Pradesh,3047
8/7/20,Jammu and Kashmir,23454
8/7/20,Jharkhand,15756
8/7/20,Karnataka,158254
8/7/20,Kerala,30449
8/7/20,Ladakh,1595
8/7/20,Madhya Pradesh,36564
8/7/20,Maharashtra,479779
8/7/20,Manipur,3217
8/7/20,Meghalaya,990
8/7/20,Mizoram,539
8/7/20,Nagaland,2580
8/7/20,Odisha,40717
8/7/20,Puducherry,4621
8/7/20,Punjab,20891
8/7/20,Rajasthan,48996
8/7/20,Sikkim,829
8/7/20,Tamil Nadu,279144
8/7/20,Telangana,75257
8/7/20,Tripura,5853
8/7/20,Uttarakhand,8552
8/7/20,Uttar Pradesh,108974
8/7/20,West Bengal,86754
8/8/20,Andaman and Nicobar Islands,1222
8/8/20,Andhra Pradesh,206960
8/8/20,Arunachal Pradesh,2049
8/8/20,Assam,55496
8/8/20,Bihar,71304
8/8/20,Chandigarh,1374
8/8/20,Chhattisgarh,11408
8/8/20,Dadra and Nagar Haveli and Daman and Diu,1437
8/8/20,Delhi,142723
8/8/20,Goa,7947
8/8/20,Gujarat,68768
8/8/20,Haryana,40054
8/8/20,Himachal Pradesh,3150
8/8/20,Jammu and Kashmir,23927
8/8/20,Jharkhand,16465
8/8/20,Karnataka,164924
8/8/20,Kerala,31700
8/8/20,Ladakh,1614
8/8/20,Madhya Pradesh,37298
8/8/20,Maharashtra,490262
8/8/20,Manipur,3466
8/8/20,Meghalaya,1006
8/8/20,Mizoram,566
8/8/20,Nagaland,2657
8/8/20,Odisha,42550
8/8/20,Puducherry,4862
8/8/20,Punjab,21930
8/8/20,Rajasthan,50157
8/8/20,Sikkim,854
8/8/20,Tamil Nadu,285024
8/8/20,Telangana,77513
8/8/20,Tripura,5999
8/8/20,Uttarakhand,8901
8/8/20,Uttar Pradesh,113378
8/8/20,West Bengal,89666
8/9/20,Andaman and Nicobar Islands,1351
8/9/20,Andhra Pradesh,217040
8/9/20,Arunachal Pradesh,2117
8/9/20,Assam,57714
8/9/20,Bihar,75294
8/9/20,Chandigarh,1426
8/9/20,Chhattisgarh,11743
8/9/20,Dadra and Nagar Haveli and Daman and Diu,1456
8/9/20,Delhi,144127
8/9/20,Goa,8206
8/9/20,Gujarat,69869
8/9/20,Haryana,40843
8/9/20,Himachal Pradesh,3264
8/9/20,Jammu and Kashmir,24390
8/9/20,Jharkhand,17094
8/9/20,Karnataka,172102
8/9/20,Kerala,33120
8/9/20,Ladakh,1639
8/9/20,Madhya Pradesh,38157
8/9/20,Maharashtra,503084
8/9/20,Manipur,3635
8/9/20,Meghalaya,1023
8/9/20,Mizoram,593
8/9/20,Nagaland,2688
8/9/20,Odisha,44193
8/9/20,Puducherry,5123
8/9/20,Punjab,22928
8/9/20,Rajasthan,51328
8/9/20,Sikkim,860
8/9/20,Tamil Nadu,290907
8/9/20,Telangana,79495
8/9/20,Tripura,6146
8/9/20,Uttarakhand,9402
8/9/20,Uttar Pradesh,118038
8/9/20,West Bengal,92615
8/10/20,Andaman and Nicobar Islands,1490
8/10/20,Andhra Pradesh,227860
8/10/20,Arunachal Pradesh,2155
8/10/20,Assam,58837
8/10/20,Bihar,79451
8/10/20,Chandigarh,1515
8/10/20,Chhattisgarh,12148
8/10/20,Dadra and Nagar Haveli and Daman and Diu,1564
8/10/20,Delhi,145427
8/10/20,Goa,8712
8/10/20,Gujarat,70965
8/10/20,Haryana,41635
8/10/20,Himachal Pradesh,3371
8/10/20,Jammu and Kashmir,24897
8/10/20,Jharkhand,18138
8/10/20,Karnataka,178087
8/10/20,Kerala,34331
8/10/20,Ladakh,1688
8/10/20,Madhya Pradesh,39025
8/10/20,Maharashtra,515332
8/10/20,Manipur,3753
8/10/20,Meghalaya,1062
8/10/20,Mizoram,620
8/10/20,Nagaland,2781
8/10/20,Odisha,45927
8/10/20,Puducherry,5382
8/10/20,Punjab,23903
8/10/20,Rajasthan,52497
8/10/20,Sikkim,866
8/10/20,Tamil Nadu,296901
8/10/20,Telangana,80751
8/10/20,Tripura,6208
8/10/20,Uttarakhand,9632
8/10/20,Uttar Pradesh,122609
8/10/20,West Bengal,95554
8/11/20,Andaman and Nicobar Islands,1625
8/11/20,Andhra Pradesh,235525
8/11/20,Arunachal Pradesh,2231
8/11/20,Assam,61737
8/11/20,Bihar,82550
8/11/20,Chandigarh,1595
8/11/20,Chhattisgarh,12448
8/11/20,Dadra and Nagar Haveli and Daman and Diu,1613
8/11/20,Delhi,146134
8/11/20,Goa,9029
8/11/20,Gujarat,72031
8/11/20,Haryana,42429
8/11/20,Himachal Pradesh,3463
8/11/20,Jammu and Kashmir,25367
8/11/20,Jharkhand,18723
8/11/20,Karnataka,182354
8/11/20,Kerala,35515
8/11/20,Ladakh,1717
8/11/20,Madhya Pradesh,39891
8/11/20,Maharashtra,524513
8/11/20,Manipur,3853
8/11/20,Meghalaya,1114
8/11/20,Mizoram,623
8/11/20,Nagaland,3011
8/11/20,Odisha,47455
8/11/20,Puducherry,5624
8/11/20,Punjab,24889
8/11/20,Rajasthan,53670
8/11/20,Sikkim,910
8/11/20,Tamil Nadu,302815
8/11/20,Telangana,82647
8/11/20,Tripura,6372
8/11/20,Uttarakhand,10021
8/11/20,Uttar Pradesh,126722
8/11/20,West Bengal,98459
8/12/20,Andaman and Nicobar Islands,1764
8/12/20,Andhra Pradesh,244549
8/12/20,Arunachal Pradesh,2327
8/12/20,Assam,64406
